word1	word2	mean(remove_extreme_annotator)
よく	度々	8.2
そのまま	何もかも	2.8
かすかに	若干	7.2
少しばかり	ちょっと	7.2
そのまま	そのままを	7.6
そのまま	ありのままに	7.8
いっぱいに	ぎゅうぎゅうに	7.6
多々	盛大に	4.6
さながら	まるで	7
何とか	辛うじて	8.2
今日では	現在では	9
ほとんど	だいたい	8.8
全部	ありのまま	6
しょっちゅう	かなり	7.4
結局	しょせんは	6.6
だんだん	順に	5.4
概して	一般的に	7.8
ニコニコ	にんまり	7.4
今や	現在は	7.4
たびたび	時折	5.2
全体的に	トータル的に	9.4
必ず	完全に	6.2
明らかに	あからさまに	6.8
もう	今では	6.2
主に	常に	5.6
とっくに	いまや	5.8
だんだん	順次	7.2
きょうび	現在では	7
さらに	ぐんと	6.4
全般的に	総じて	8
さながら	いわば	6
しばしば	結構	6.8
すでに	よもや	2.4
とても	大幅に	7
すでに	いまや	7
ずらりと	一斉に	7.2
きっぱりと	絶対に	5
本当に	実際	7
今や	いまや	10
多々	ずらりと	5.6
どうにか	やっと	8
いっそう	一層	10
いっぱいに	びっしりと	8.2
色々と	何分	2.4
急に	劇的に	6.8
ありのまま	丸ごと	7
絶対	断固	7.2
ぎりぎりで	やっと	6
まるで	まさしく	6.8
ずらりと	整然と	4.2
もちろん	当然	8.2
たまに	しばしば	3.2
少しばかり	若干	8.2
必ず	きっぱり	5.8
どうにも	何とも	7
一般に	概ね	8.6
しっかりと	思う存分に	5.8
総じて	総合的に	8.2
勿論	無論	9.2
まったく	なんとも	3.8
やはり	さも	3.6
なにせ	どうやら	4
いささか	なかなか	2.2
時々	時折	8.6
たくさん	ずらり	7
一気に	劇的に	7.6
少し	若干	7.6
何とか	ぎりぎりで	6.4
結局は	結局	9
充分	いかんなく	7.2
ぜんぶ	丸々	8.4
少々	わずかばかり	8.2
しょせん	どうせ	8
多々	大量に	7.2
頑として	断然	6.8
まさに	現に	7.4
ぎっしりと	細密に	4.6
どうにも	いかにも	3.2
現在	すでに	6.6
今	現在	9
にこやかに	にこにこ	8.6
にっこりと	にこやかに	9
全体的に	一般的に	6.8
さらに	とても	4.8
いっぱい	大量に	8
たくさん	整然と	2.4
とても	急に	2.2
たまに	結構	1
ぜんぜん	さほどは	3.8
そのまま	ありのまま	6.6
あまり	そんなにも	5.8
だいたい	常に	3.8
かなり	いっそう	3.6
少し	少しばかり	7.6
多少	いささか	6.8
もちろん	無論	8.8
やっと	辛うじて	7.8
たびたび	しきりに	7.6
ぎっしりと	大量に	6.6
どうせ	所詮	7.4
ほとんどが	ひたすら	1
一段と	一層	7.6
今も	本当に	2.2
きっぱり	毅然と	7.6
時々	結構	1.8
だいたい	主として	6.2
非常に	急に	3.6
だいたい	全体的に	6
急に	一気に	6.4
びっしりと	ずらりと	6.2
ずらりと	大量に	5.8
ぐっと	とても	5
しょせん	所詮	10
時々	たびたび	4
それほど	さほどは	8.2
全て	概して	6
もう	とっくに	6.8
それほど	たいして	7
たまに	時おり	8.2
度々	しょっちゅう	8.4
いっぱいに	ぎっしりと	7.4
今では	今は	6.6
きっぱりと	断じて	6
だいぶ	ずっと	4.8
概して	ほとんど	6.8
いっぱい	いっせいに	3
ほとんど	多くが	8.2
全て	一般に	5.6
ほぼ	主に	6.6
大量に	整然と	1.6
現在は	現在では	8
確かに	無論	7.2
今も	実際	4.8
思い通り	充分	2.4
正に	いかにも	5.8
ぐっと	大幅に	6.2
どうにか	やっとこさ	8.8
もう	既に	8.2
何かと	何分	7.8
ほぼ	専ら	7.4
今は	現在は	9.2
しっかり	確実に	7.6
既に	いまや	7
何しろ	なにしろ	10
今現在	もはや	5.4
次々	随時	4.6
全部	概ね	6.8
たびたび	しばしば	7.2
何かと	しばしば	2.8
思いっきり	精一杯	7.2
さらに	ずっと	2
少しばかり	結構	1
いかにも	まことに	5.6
しっかり	頑として	5.6
とにかく	ともかく	9
にっこり	ニコニコ	8.6
何かと	いろいろと	6.2
さらに	いっそう	8
全て	ありのままに	5.2
たいして	そんなにも	6.6
いっそう	一段と	7.6
なにせ	なんせ	9.6
ぐんと	随分	5
そんなには	さほど	7.4
少し	かすかに	7.6
丸ごと	丸々	9.4
しばしば	時として	3.8
やはり	まさしく	5.8
順に	随時	3.8
まさしく	まことに	7.4
頻繁に	まあまあ	3.2
もう	現在では	6.6
ちょっと	なかなか	4.4
概して	全部	5.8
全体として	全て	6.2
必ず	きっぱりと	3.4
ほとんど	常に	6.6
全般的に	一般的に	6.8
ほとんど	ほぼ	7.6
現在	実際に	5.2
まるで	明らかに	2.8
既に	今や	6.4
あたかも	まことに	3.2
ぐんと	一段と	7
必ず	断固	6.6
絶対に	確実に	5.4
ぎりぎり	なんとか	7.4
あからさまに	さも	5
ほとんどが	ただただ	1.6
すべて	全て	10
なんとか	ぎりぎりで	7.2
偏に	専ら	7.6
ニコニコ	ニンマリ	7.8
どうにも	どうとも	8.2
大量に	盛大に	5.4
だいたい	一般的に	6.2
断じて	断固	7.6
これぞ	いかにも	4.6
しばしば	時おり	4.2
思い切り	大胆に	7.2
現に	事実	7.6
まさしく	あからさまに	4.8
とても	ずっと	5.2
総じて	基本的に	5.6
辛うじて	ようやく	6.6
いささか	ちょっと	7.6
ぎりぎり	辛くも	7.4
きっぱりと	毅然と	8.2
今では	現在では	8.8
少し	結構	1.8
当然	勿論	7.6
やっと	何とか	7.6
必ず	絶対	8.2
びっしりと	整然と	3.2
何とか	どうにか	6.6
辛うじて	やっとこさ	7.6
ぜひとも	何とか	4
ほとんど	ひたすら	1.2
よく	かなり	6.6
主に	主として	7.6
さらに	ぐっと	5.8
なんとか	やっと	8
とっくに	よもや	2.6
どうか	ぜひとも	7
もちろん	確実に	4.8
よく	頻繁に	7.8
ぜひとも	何とぞ	8
あまり	それほど	7.2
今は	現在では	8.2
大幅に	劇的に	7.6
どうにも	何故だか	4.2
ぐっと	劇的に	7.8
それほど	そんなにも	7.4
自由に	思い通りに	7
総合的に	全て	6.4
多くが	一般的に	6.6
一気に	大幅に	7.4
絶対に	無論	5.2
たびたび	度々	10
なんとか	やっとこさ	8.4
思い切り	十分に	7
いささか	まあまあ	3.4
主に	偏に	5
今	現に	6.6
いっぱいに	びっしり	7.2
全て	何もかも	7
全体的に	概して	8
かなり	ずっと	5.2
word1	word2	mean(remove_extreme_annotator)
文献	書籍ソース	6
要旨	大要	7.6
要因	トリガー	6.6
スローガン	うたい文句	5.8
すべて	一連	8.4
救い	心やり	6
自分自身	自己	9
ひとつながり	一連	8.6
炎天下	酷暑	8.2
基準	傾向	5
群衆	一般市民	7.4
カネ	お金	9.6
道	手段	6
生い立ち	身元	6.2
己	自分自身	8.8
筆頭	ホープ	5.4
資料	専門書	5.8
短所	問題点	7
メインカラー	基調	7.4
僕	私	9.4
経歴	出どころ	5.2
職業	勤め	7.4
トップ	総統	7.8
原因	動因	7.6
宿命	天命	8.6
基礎	骨格	3.2
一般市民	国民	7.6
きっかけ	引き金	9
筆頭	皮きり	5
きっかけ	要因	8.6
構え	体勢	6
資料	典拠	6.2
ト―ン	カラーリング	4.6
正体	実態	6
トップ	頭	7.8
第一番	先頭	8
制服	コスチューム	7.4
道	すべ	8.2
知識	頭脳	6.8
大筋	全容	7.8
トリガー	動因	7.8
幹部	重役	8
資料	書籍	6.6
皆	聴衆	6.8
業種	役回り	7.2
引き金	要因	8.2
川べり	河川敷	7.2
頭	ホープ	5.2
支え	拠り所	7.2
知性	能力	6.2
服	衣	8.4
スタイル	格好	7.4
もの	物	9.8
知恵	頭脳	8
書物	書籍ソース	6.6
手始め	端緒	7.2
始まり	手始め	7.2
寺内	寺社内	6.6
全部	ひとまとまり	8.8
残念	問題	4.8
慰め	心やり	6
はじめ	皮切り	8.4
頭	知的能力	5.8
出身	素性	5.8
内容	議事	5.6
衆人	世間	6.6
筆頭	頭	7
概要	概略	7.2
文献	文物	7.6
方法	術	7.8
モノ	物体	8.6
欠点	ウィークポイント	9.2
基礎	背骨	3.4
術	手口	6.2
元気	気休め	2.4
庶民	聴衆	6.8
身元	身分	7.6
最初	第一番	8
トップ	リーダー	8
頭	賢さ	6.2
やり方	道筋	7
きっかけ	動因	8.6
書籍	文物	7.4
カラー	色合い	7.8
人民	庶民	8
体勢	体位	8
一般人	一般市民	8.8
慰め	慈悲	6.6
能力	知能	6.8
みんな	人民	6.4
ト―ン	色調	7.2
能力	知的能力	6
格好	ユニフォーム	6
始まり	はじめ	8.6
自分	我	8
猛暑	酷暑	8.4
世間	市井	6.6
高級車	大型高級乗用車	6.8
基本	テーマ	5.6
寺社内	構内	5.8
頭	頭脳	7
幹部	基幹人員	8
要因	動因	7.6
自身	自ら	8.2
俺	己	8.4
情報	経歴	3.2
皆	民	5.8
やり方	術	7.6
手段	術	7.4
内容	全容	6.6
はじめ	筆頭	7.4
任務	職分	6.4
皮切り	端緒	7
弱み	欠点	7.4
合言葉	スローガン	7
自分自身	己れ	8.2
骨格	背骨	7.2
最初	一番手	7.4
務め	職務	7.8
手始め	先頭	7
自動車	高級車	5.8
一通り	全行程	7
色合い	カラーリング	8
ひとつながり	一通り	8.2
記事	文献	5.8
上層部	重役	8.2
自分自身	我	8
民衆	市井	7.8
資料	論文	6.6
引き金	引金	9.2
色	カラー	9.4
手段	手法	8.8
衆人	皆	7.6
一般人	民	7.8
ユニフォーム	衣装	7.6
全容	概略	6.8
問題	泣き所	5
考え方	基調	5.2
構え	姿勢	6.8
私	自分自身	8.6
鬼門	難点	6.8
一番手	第一番	7
はじめ	一番	9.2
スイッチ	トリガー	7.4
本	文書	7.4
発端	引き金	8
色	色相	7.8
境内	神社内	6.8
つきもの	定め	6.6
正体	身分	6.4
要人	上層部	7.2
すべ	手口	8.8
職務	業種	7.2
衣装	着物	6.6
庶民	皆	7.2
プロフィール	実態	5
市民	民衆	7.2
ひととおり	全行程	8.6
知能	知的能力	8.4
文書	専門書	6.8
種類	形態	5.2
はじめ	トップ	7.8
衣装	ファッション	8.2
テーマ	ベース	6.4
皆	民衆	7
所在	素姓	6.2
川原	川べり	7.2
体	姿勢	5
第一番	ホープ	4.6
もと	基盤	6.2
人々	皆	7.2
カラー	色調	8.8
知能	頭脳	8.2
ユニフォーム	衣服	7.4
一連	全行程	7
重役	主要人物	6.6
第一番	筆頭	6.8
本	資料	6.2
報酬	給料	8
ひとつながり	一続き	8.4
国民	庶民	8
基幹人員	重役	7.6
服装	衣装	8
カラフル	色相	7.2
謳い文句	売り文句	8.2
全容	あらまし	9
国民	皆	6.6
出身	身元	6.8
賢さ	知的能力	7.8
お金	ギャランティー	8.4
大筋	要点	7.6
長い車	リムジン	7.2
支え	慰め	5.4
衣服	お召し物	7.6
僕	己	8.2
役割	職分	7.6
救い	気休め	5.2
頭脳	知力	7
手始め	トップ	5.4
色合い	傾向	4.2
お金	給料	7.4
色	カラーリング	8
着物	装束	7.6
衣服	衣	7.2
役目	職務	7.4
任務	役回り	8.2
色合い	色合わせ	7.2
始まり	皮切り	6.8
高級車	高級外車	6.8
役目	業種	5.4
書物	読み物	7.8
弱点	難点	5.6
出身	正体	5.6
はじめ	手始め	8.4
標語	謳い文句	5
頭	能力	5.2
着物	衣	7.6
身元	プロフィール	8
キャッチフレーズ	売り言葉	8.4
カネ	報酬	7
おおまか	全容	8.2
難点	泣き所	7
職業	役割	6.2
衆人	人々	7.6
すべ	術	9
ギャラ	ファイトマネー	6.8
惹句	キャチコピー	6.6
職業	任務	6.6
最初	筆頭	6
筆頭	有力者	6.2
内容	テーマ	7.2
服	装束	7.4
身元	実態	5.6
衣服	装束	7.6
色	彩り	8
キャッチフレーズ	惹句	6.6
基準	基調	5.8
猛暑	真夏日	7.4
基本	要点	5
衣装	ドレス	7
文献	読み物	7.2
頭脳	知的能力	8
国民	人々	7.6
基調	ベース	8.6
境内	寺社内	7.4
全て	全部	9.4
自分自身	俺	8.6
素性	身許	8
基本	骨格	3.8
状況	体勢	4.6
うたい文句	謳い文句	9.6
民衆	一般市民	8.2
外車	大型高級車	6.6
元気	救い	2.8
基本的動向	基本	4.2
全て	ひとつながり	7
文書	文物	8
元気	慰め	2.8
宿命	定め	8.8
カラーリング	色調	8.4
頭	知能	6.8
全容	要旨	5.8
川沿い	河原沿い	8
モノ	物	9.8
骨組み	背骨	7
姿勢	現状	3
文献	専門書	6.2
モノ	もの	9.6
中心	基盤	6.4
一番	先頭	6.2
身分	身上	7.6
スタイル	コスチューム	5.2
一番	第一番	9
まとめ	概略	8.8
能力	才能	6.8
皆	大衆	7.2
市民	聴衆	7.8
頭脳	知性	8.4
正体	身上	7.2
おおまか	要点	8.6
役員	幹部	8.2
方法	すべ	9
人々	民衆	8.4
はじめ	最初	9.4
服装	ユニフォーム	7.8
はじめ	皮きり	8.6
能力	知力	6.4
基礎	基調	7.6
基本	もと	8.8
市民	世間	7.8
役目	業務	7
素姓	身分	7.6
国民	民衆	8.2
考え方	要点	4.8
始め	最初	8.6
運命	定め	9
パターン	多様性	6
トップ	ホープ	5
基調	骨組み	3.8
酷暑	厳暑	8
姿勢	形	5
知識	知恵	7.2
始め	手始め	7.6
身元	出どころ	6.2
まとめ	要旨	8.6
最初	先頭	7.4
私	自己	8.6
稼ぎ	ファイトマネー	6.2
おおすじ	概略	8.4
要点	あらまし	8.4
資料	文物	6.6
外車	リムジン	5.8
気休め	慰安	4.2
色とりどり	色彩	8.6
方法	手口	8.6
問題	弱点	6
人	群衆	7.6
上司	役員	6.4
始まり	最初	8.8
弱み	問題点	6.4
残念	弱み	5
欠点	短所	8.6
ベース	基礎	9
市民	人民	8.2
売り文句	うたい文句	8.4
洋服	スタイル	6
本	文献	7.2
メインカラー	地色	8.4
知識	知性	8.2
書物	書籍	9.4
主要	要旨	7.8
術	作戦	7.4
スローガン	標語	6.8
コスチューム	服	7.2
きっかけ	契機	9.6
世間	皆	7.4
筆頭	目玉	4.4
弱み	問題	6.2
モノ	物質	7.8
生い立ち	出どころ	6
境内	寺中	6
読み物	論文	5.8
短所	難点	6
稼ぎ	ギャラ	8.2
役目	役割	8.6
引金	引き鉄	5.6
始め	一番手	6.6
知力	知能	7.6
知能	賢さ	8
制服	衣服	7.4
物体	固体	6.6
弱み	短所	8
考え	基調	5.6
体勢	現状	3.8
コスチューム	衣	7
俺	僕	9.8
プロフィール	身上	7.4
素姓	素性	9
人々	人民	8.4
基調	地色	6.4
作戦	手口	7.4
色	色合わせ	6.2
衣服	格好	5.6
基本	骨組み	6.8
服装	スタイル	5.6
ひとつながり	ひとまとまり	8.4
責務	業務	5.4
洋服	格好	5.8
職業	役回り	5.8
みんな	人々	6.6
要点	概略	4.8
賃金	ファイトマネー	3.4
衣装	コスチューム	7.8
ベース	背骨	7.2
大筋	要旨	7.6
運命	天命	8
引き金	引き鉄	3.4
専門書	典拠	4.2
スイッチ	引き金	5.6
キャッチフレーズ	謳い文句	8.2
役目	任務	8.8
幹部	主要人物	6.8
欠点	難点	6
給料	ギャランティー	7.6
やり方	手段	8.2
車	リムジン	5
河原	川べり	6
大筋	概略	7.2
基本	傾向	3.8
幹部	重鎮	7.4
方針	テーマ	7.4
上役	幹部	7.6
全て	ひとまとまり	7.4
衣装	衣	5.6
身元	素性	7.2
色合わせ	色彩	6
能力	知恵	4.8
筆頭	手始め	5.4
職務	職業	6.4
私	自分	8
身上	素性	7.4
リーダー	総統	8
人々	一般人	5.8
稼ぎ	報酬	7.6
筆頭	リーダー	7.8
一番	筆頭	6.4
役目	勤め	6.4
文書	書籍	7.2
自ら	我	6.8
元気付け	気遣い	4.2
要人	幹部	7
原因	要因	7.4
車	自動車	8.8
人	一般市民	6.6
先頭	端緒	4
酷暑	熱波	5.2
衣装	服	7.8
能力	知識	5
人々	大衆	6.8
残念	弱点	3.6
身分	実態	3
形態	多様性	2.6
書物	文章	4.6
人民	大衆	7.2
洋服	服装	6.8
高級外車	大型高級乗用車	6.4
群衆	庶民	7.4
自分	己れ	7.6
色合い	ト―ン	8
まとめ	大筋	7.6
寺社内	神社内	4.6
中心人物	重役	5.6
テーマ	基調	5.2
賃金	ギャラ	6
すべ	作戦	7.2
敷地内	寺中	4.4
バリエーション	種類	8.6
みんな	国民	7.4
欠点	弱点	7.4
トップ	頂点	8.8
情報	身元	2.4
スタイル	ファッション	4.6
生い立ち	身分	4.8
正体	身許	4.8
トップ	第一番	6
情報	生い立ち	2.6
給料	ファイトマネー	4.6
自動車	長い車	3.2
ドレス	コスチューム	5.6
自ら	自己	7.8
みんな	民	7
手段	道筋	5.6
衣	装束	6.8
身分	身許	6.2
基調	軸	5.6
私	己れ	7.4
私自身	己	7.4
敷地	寺社内	5
カラフル	色	5.4
河原	河原沿い	6.6
職業	業種	8
川沿い	河原	7
最初	端緒	5.6
基本	背骨	5.6
素姓	身上	6.8
内容	主要	5.4
役員	上層部	7.2
弱み	難点	7.2
色	色合い	6.8
素性	出どころ	7.6
基本的動向	基盤	5.4
民衆	群衆	7.6
始め	一番	6
書籍	論文	4.4
大筋	主要	6.2
一連	全部	6.2
高気温	炎天下	6.2
色合わせ	色調	6.2
寺内	神域	4.4
服	着物	5.8
色彩	色調	7.2
標語	キャチコピー	6.6
出身	情報	2.6
目覚め	寝起き	7.6
問題	ウィークポイント	6.4
方法	作戦	6.6
勤め	役回り	6.8
生い立ち	素性	8
カラフル	色彩	7.8
頭脳	賢さ	7.2
自分	自ら	7.8
大筋	概要	7.6
一般市民	大衆	7.6
あらまし	要旨	8.4
国民	聴衆	6.2
こめかみ	頭	5.8
色とりどり	色相	6
欠点	悪点	6.8
大衆	聴衆	6.2
中心	ベース	5.4
うたい文句	売り言葉	4.8
敷地内	境内	4.4
一連	一続き	5.2
メインカラー	軸	4.8
中心人物	主要人物	7.4
ひととおり	ひとつながり	6.2
色	色彩	6.4
中心人物	幹部	7.6
物	物体	8.2
目玉	先頭	3.4
プロフィール	身分	6.8
もの	物体	8.8
残念	難点	3.8
ベース	基盤	8.2
要旨	概略	7.2
原因	引き金	8
役員	重鎮	7.4
筆頭	端緒	4.2
役目	職分	6.6
すべて	ひととおり	7.8
一連	全て	7.6
要点	大要	7.2
ベース	軸	6.8
服装	制服	7.4
よりどころ	慰め	6
名目	売り文句	4.8
心やり	慈悲	6.4
名目	うたい文句	5.6
市民	国民	7.4
民衆	世間	6.8
運命	宿因	7.6
物	固体	6.2
スローガン	キャッチフレーズ	7.8
第一番	総統	5.4
自ら	己	7.6
ギャラ	報酬	7.8
書物	論文	6.2
読み物	書籍ソース	5.4
国民	世間	6.6
議題	論点	6.4
務め	任務	7.6
群衆	大衆	7.6
基本	地色	6.6
流れ	一続き	5.4
素性	実態	5.6
人々	市民	7
一連	ひとまとまり	8.4
はじめ	第一番	8.2
洋服	衣服	8
考え	考え方	8.4
民	大衆	7.8
弱点	問題点	7.8
一続き	全行程	5.6
自分	俺	7.8
スタイル	衣装	6
弱点	悪点	6.6
色彩	色相	7.6
テーマ	議事	6.8
基調	骨格	5.4
始め	端緒	6.4
役目	責務	7.6
まとめ	あらまし	7.2
人	大衆	7
皆	群衆	6.8
本	読み物	7.2
着物	衣服	7
一通り	一続き	6.8
弱み	悪点	6
こめかみ	側頭部	7.8
人	市民	7.2
やり方	道	5.6
衣	服装	7.2
民衆	庶民	8.2
鬼門	欠点	5.6
市民	一般市民	8.2
基調	背骨	5.2
全て	ひととおり	8
川原	河原沿い	7.2
自分自身	自身	9
名目	謳い文句	6.4
すべ	道筋	8.2
色合わせ	ト―ン	6.4
元気	気晴らし	3.2
基礎	骨組み	7
スローガン	謳い文句	7.4
ファッション	コスチューム	6.8
始め	トップ	6
問題	問題点	7.4
筆頭	巨匠	3.6
慰め	慰安	6
文献	典拠	5.8
報酬	ファイトマネー	6.4
色彩	色合い	8.2
残念	短所	5
読み物	資料	5.4
概要	大要	7
パターン	種類	8
ベース	地色	8.4
職務	勤め	8.2
もと	基礎	8.6
敷地	敷地内	7.8
色	色とりどり	7
衆人	大衆	7.6
経歴	素性	6.6
傾向	色彩	3
概要	主要	5.6
方針	基調	5
境内	神域	5.2
市民	皆	5.6
バリエーション	パターン	7.2
問題	短所	5.4
人々	聴衆	7.2
情報	正体	2.2
カネ	ギャラ	7
聴衆	群衆	7
本	書物	8.2
身元	素姓	8.8
己れ	自己	8.4
標語	うたい文句	6.4
基本	ベース	8.4
職務	業務	8.2
能力	頭脳	5.2
あらまし	大要	8
ドレス	服装	6.6
状態	姿勢	4.6
救い	慈悲	7.8
洋服	衣装	7.6
発端	動因	6.2
色合い	色調	8.2
姿勢	体位	7.6
リムジン	大型高級車	6.6
全て	すべて	10
敷地内	寺社内	6.4
私	我	8
服	衣服	9
任務	職務	7.8
バリエーション	形態	6.2
職務	職質	3.4
気晴らし	慰安	6
知恵	知力	6.8
知恵	知性	7
もの	物質	8.8
経歴	生い立ち	8
コスチューム	お召し物	7.6
身元	所在	7
コスチューム	着物	6.6
服装	ファッション	8.2
民衆	人	7.6
洋服	コスチューム	7.2
自ら	己れ	7.6
衣	お召し物	7.4
任務	職質	5
ギャラ	ギャランティー	9.6
おおすじ	要点	8
弱点	短所	7.8
おおまか	概要	8.4
重役	重鎮	8
ベース	骨格	6.8
要点	基調	6.6
標語	キャッチフレーズ	6
正体	生い立ち	5.6
ドレス	衣服	6.8
市民	大衆	7.6
方法	道	5.6
猛暑	熱波	6
己れ	我	7.4
文書	書籍ソース	5.4
境内	構内	5.6
救い	慰安	3
カネ	給料	6
色合い	彩り	7.4
役割	役回り	7.8
難点	悪点	6.6
川原	河原	8.4
勤め	業種	6.8
私自身	自身	7.8
上司	上層部	7.4
パターン	形態	6.6
上司	幹部	6.8
色彩	ト―ン	8
みんな	市民	7.4
最初	皮切り	6.8
敷地	本殿内	5.4
責務	職務	6.4
川沿い	河川敷	7.2
一般人	民衆	7.8
運命	宿命	8.4
境内	本殿内	6
始め	始まり	8.6
高気温	酷暑	7.4
正体	出どころ	5.4
文書	文章	6
慰め	気休め	5.2
構え	現状	2.6
格好	コスチューム	6.4
原因	きっかけ	7.8
はじめ	一番手	7
短所	ウィークポイント	7.6
目玉	手始め	1
救い	よりどころ	6.6
知能	知性	7.2
色	色調	7.6
庶民	世間	6.6
もと	基調	7.4
拠り所	慰め	5.8
気晴らし	慰め	5
素姓	身許	7
服	服装	8.2
賃金	ギャランティー	6.6
種類	多様性	5.6
概要	要点	7
状況	現状	6.2
キャッチフレーズ	名目	4.8
手段	手口	7.6
総統	ホープ	2
あらまし	概略	8.6
市民	庶民	7.6
おおすじ	主要	7.4
一通り	全て	6.2
才能	知能	5.8
体勢	上半身	2.8
高気温	猛暑	7.8
引き金	呼び水	6
まとめ	概要	8.4
引き金	動因	7.4
プロフィール	正体	7
制服	ユニフォーム	8.4
自動車	リムジン	6.8
やり方	方法	9.4
始め	第一番	7.2
体	上半身	4.8
おおまか	内容	5.2
状況	姿勢	3.2
合言葉	標語	4
論点	議事	5.2
自己	我	8.2
自分自身	自ら	7.6
文章	文物	5.8
プロフィール	素性	8
役員	要人	7
服装	衣服	8.8
河原沿い	河川敷	7.6
シリーズ	一通り	6
勤め	役割	6.4
世間	聴衆	6.2
己	自己	8.4
国民	人	7.4
ドレス	洋服	7.4
制服	衣装	7.6
要点	全容	5.4
川原	河川敷	7.2
元気	慰安	3.2
おおすじ	あらまし	8.4
自身	自己	9
物	物質	8.4
人々	庶民	7.4
上役	重役	8.4
内容	要旨	7.8
目玉	トップ	6
炎天下	猛暑	8.6
私	自ら	7.8
シリーズ	一続き	6.6
大筋	あらまし	8.6
着物	服装	7
資料	書物	7.2
上層部	重鎮	7.6
文書	書物	8.4
衆人	国民	7.8
自分	私自身	8.8
はじめ	端緒	8.8
一般市民	人々	7.4
国民	民	8.4
基本	基準	8.2
身元	身上	8.2
河原	河川敷	7.8
考え方	基本	5.4
正体	素性	8.4
気晴らし	気休め	7.2
着物	お召し物	7.4
敷地	構内	6.6
雰囲気	色彩	3.6
自分	僕	7
物体	物質	8.8
服	ドレス	6.6
先頭	皮切り	5.2
始まり	端緒	6.8
一番	一番手	7.8
自分自身	自分	9
人々	世間	6.4
欠点	問題点	7.8
稼ぎ	賃金	7.2
車	長い車	7.2
出身	経歴	5.2
国民	人民	8.2
給料	賃金	8.2
色	ト―ン	7.4
一番手	筆頭	8.4
目覚め	始まり	4.4
経歴	身元	6.2
文献	書籍	8
文書	典拠	7.2
自分自身	僕	7.2
衣装	装束	8
標語	惹句	6.6
おおまか	あらまし	7.2
人	民	7.8
資料	文書	7
定め	天命	8.4
衆人	群衆	8.8
姿勢	体勢	8.4
責務	職分	7.4
知識	知能	7
人	一般人	6.8
衆人	聴衆	7.2
先頭	始まり	6
基本	基礎	9.2
群衆	一般人	8
中	境内	6
職務	職分	8
格好	ファッション	8
一通り	ひとまとまり	7.8
任務	業務	8
概略	大要	8.2
川べり	河原沿い	7.4
最初	手始め	7.8
先頭	トップ	8.6
始め	皮切り	7.2
基礎	基盤	8
高級車	リムジン	7.8
自分	自身	8.8
筆頭	トップ	7.8
運命	義務	5.2
リムジン	大型高級乗用車	8.2
内容	あらまし	8.6
衣服	衣装	8.2
市民	一般人	7.4
報酬	ギャランティー	8.8
きっかけ	呼び水	8.8
内容	大筋	7.4
手法	すべ	8.2
経歴	身分	6.2
シリーズ	一連	6.8
ベース	骨組み	7.6
おおすじ	概要	8.8
弱点	ウィークポイント	9.4
真夏日	酷暑	8
基本的動向	基調	6.8
敷地内	神域	2.8
人民	群衆	7
手段	すべ	9
務め	業務	8
トップ	巨匠	5.4
傾向	基調	5.8
色彩	カラーリング	8
群衆	市井	4.2
原因	トリガー	7.4
服装	コスチューム	7.8
鬼門	悪点	6.2
はじめ	始め	10
ギャラ	給料	8.2
全容	概要	7.6
彩り	色調	8
衣服	ファッション	8.4
衣服	コスチューム	8.4
身元	正体	7.8
お金	報酬	6.2
状況	構え	4.2
身元	身許	8
流れ	一連	7
原因	発端	8.2
文献	文書	8.2
先頭	皮きり	7.6
弱み	弱点	8.8
職務	お仕事	7.8
知力	知性	7.6
洋服	ファッション	7.8
目覚め	お目覚め	9
おおすじ	大筋	10
手始め	皮切り	8
高級車	大型高級車	8.4
報酬	賃金	7.6
勤め	任務	8
寺内	構内	5.8
寺社内	本殿内	5.2
合言葉	キャッチフレーズ	6.2
ベース	メインカラー	6.4
要人	重役	8.4
人々	民	7.4
ひととおり	一連	8.4
先頭	頂点	3.6
読み物	文書	7.2
資料	文献	7.8
衣装	お召し物	8.6
引き金	レバー	7.4
始まり	筆頭	5.4
テーマ	議題	8.6
庶民	衆人	7.8
お金	賃金	6.4
文書	論文	6
格好	衣装	7.2
役目	役回り	8.2
基本	基盤	8.6
役割	業種	6.2
問題点	ウィークポイント	7.4
お仕事	任務	7.8
敷地	寺中	4.2
出身	生い立ち	6.4
やり方	すべ	8.8
正体	経歴	5.8
業務	職質	4.2
内容	要点	5.4
固体	物質	5.6
服装	装束	7.6
素性	身分	8
義務	宿命	7
考え	要点	4
役員	重役	6.6
まとめ	要点	9
始め	先頭	6.6
自身	己	8.2
私	自身	8.2
衆人	民衆	8
全部	ひとつながり	6.4
衣服	スタイル	5.6
きっかけ	発端	9
色合い	雰囲気	3.8
要旨	要点	8
本	書籍ソース	4.4
救い	慰め	5
職務	役回り	7.6
基本	中心	4.6
基本	軸	7.2
格好	制服	6.4
議会	議事	4.8
大衆	市井	5.6
敷地内	神社内	3.6
上層部	幹部	7.8
一般人	大衆	7.4
傾向	雰囲気	4.8
最初	一番	8.6
難点	ウィークポイント	7.4
役目	務め	7.8
方法	手法	8.4
自身	我	8.6
カラー	彩り	8.4
問題	難点	7.4
形	体勢	4.8
発端	トリガー	7.4
おおすじ	大要	9
正体	素姓	8.2
リムジン	高級外車	7.6
残念	欠点	5.8
気晴らし	救い	4.2
